classification,priority,theme,reason,required_change,file,line,class,member,kind,symbol,text
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,33,UnitOfWork,DocumentTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.DocumentType>,ICatalogRepository<DocumentType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,33,UnitOfWork,DocumentTypes,type,tesisproject.shared.Entities.Catalogs.DocumentType,DocumentType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,36,UnitOfWork,ResearchCategoryTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ResearchCategoryType>,ICatalogRepository<ResearchCategoryType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,36,UnitOfWork,ResearchCategoryTypes,type,tesisproject.shared.Entities.Catalogs.ResearchCategoryType,ResearchCategoryType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,37,UnitOfWork,FundingTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.FundingType>,ICatalogRepository<FundingType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,37,UnitOfWork,FundingTypes,type,tesisproject.shared.Entities.Catalogs.FundingType,FundingType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,38,UnitOfWork,ResearchCategoryGroups,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup>,ICatalogRepository<ResearchCategoryGroup>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,38,UnitOfWork,ResearchCategoryGroups,type,tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup,ResearchCategoryGroup
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,40,UnitOfWork,TransactionTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.TransactionType>,ICatalogRepository<TransactionType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,40,UnitOfWork,TransactionTypes,type,tesisproject.shared.Entities.Catalogs.TransactionType,TransactionType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,42,UnitOfWork,Countries,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.Country>,ICatalogRepository<Country>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,42,UnitOfWork,Countries,type,tesisproject.shared.Entities.Catalogs.Country,Country
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,43,UnitOfWork,Institutions,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.Institution>,ICatalogRepository<Institution>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,43,UnitOfWork,Institutions,type,tesisproject.shared.Entities.Catalogs.Institution,Institution
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,45,UnitOfWork,IndexingSources,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.IndexingSource>,ICatalogRepository<IndexingSource>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,45,UnitOfWork,IndexingSources,type,tesisproject.shared.Entities.Catalogs.IndexingSource,IndexingSource
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,46,UnitOfWork,ProductAttributes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProductAttribute>,ICatalogRepository<ProductAttribute>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,46,UnitOfWork,ProductAttributes,type,tesisproject.shared.Entities.Catalogs.ProductAttribute,ProductAttribute
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,48,UnitOfWork,ProjectStates,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProjectState>,ICatalogRepository<ProjectState>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,48,UnitOfWork,ProjectStates,type,tesisproject.shared.Entities.Catalogs.ProjectState,ProjectState
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,49,UnitOfWork,VisitStates,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.VisitState>,ICatalogRepository<VisitState>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,49,UnitOfWork,VisitStates,type,tesisproject.shared.Entities.Catalogs.VisitState,VisitState
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,50,UnitOfWork,ProjectOriginTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProjectOriginType>,ICatalogRepository<ProjectOriginType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,50,UnitOfWork,ProjectOriginTypes,type,tesisproject.shared.Entities.Catalogs.ProjectOriginType,ProjectOriginType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,51,UnitOfWork,ProjectExtensionTypes,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProjectExtensionType>,ICatalogRepository<ProjectExtensionType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,51,UnitOfWork,ProjectExtensionTypes,type,tesisproject.shared.Entities.Catalogs.ProjectExtensionType,ProjectExtensionType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,63,UnitOfWork,UnitOfWork,type,tesisproject.backend.Data.AppDbContext,AppDbContext
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,74,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProductType>,ICatalogRepository<ProductType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,74,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.ProductType,ProductType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,78,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ObjectiveType>,ICatalogRepository<ObjectiveType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,78,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.ObjectiveType,ObjectiveType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,83,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.MemberRoleType>,ICatalogRepository<MemberRoleType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,83,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.MemberRoleType,MemberRoleType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,84,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ProjectType>,ICatalogRepository<ProjectType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,84,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.ProjectType,ProjectType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,85,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.DocumentType>,ICatalogRepository<DocumentType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,85,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.DocumentType,DocumentType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,88,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ResearchCategoryType>,ICatalogRepository<ResearchCategoryType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,88,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.ResearchCategoryType,ResearchCategoryType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,89,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.FundingType>,ICatalogRepository<FundingType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,89,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.FundingType,FundingType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,90,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup>,ICatalogRepository<ResearchCategoryGroup>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,90,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.ResearchCategoryGroup,ResearchCategoryGroup
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,92,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.TransactionType>,ICatalogRepository<TransactionType>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,92,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.TransactionType,TransactionType
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,94,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.Country>,ICatalogRepository<Country>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,94,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.Country,Country
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,95,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.Institution>,ICatalogRepository<Institution>
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,95,UnitOfWork,UnitOfWork,type,tesisproject.shared.Entities.Catalogs.Institution,Institution
MANUAL,P0,Otros: unidad de trabajo,SaveChangesAsync sigue ejecutándose sobre AppDbContext; hay repositorios adaptados a Unified.,"Integrar contexto, transacciones, DI y repositorios de cada operación como una unidad antes de activar. No basta registrar Unified ni guardar dos contextos por separado.",tesisproject.backend/UnitOfWork/Implementations/UnitOfWork.cs,97,UnitOfWork,UnitOfWork,type,tesisproject.backend.Repositories.Interfaces.ICatalogRepository<tesisproject.shared.Entities.Catalogs.IndexingSource>,ICatalogRepository<IndexingSource>
